CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} , 20210512080100.003666-420 , C:\Windows\system32\DllHost.exe,776 , 3796 , ('DESKTOP-0UPL3QB', 0, 'Mija') , N/A
"C:\Windows\system32\notepad.exe"  , 20210512080146.471541-420 , C:\Windows\system32\notepad.exe,4184 , 2452 , ('DESKTOP-0UPL3QB', 0, 'Mija') , N/A
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
None , 20210512082118.630339-420 , None ,7792 , 3320 , (None, 2, None) , (2, None) , N/A
None , 20210512082124.150494-420 , None ,7792 , 5748 , (None, 2, None) , (2, None) , N/A
None , 20210512082140.437555-420 , None ,7792 , 6360 , (None, 2, None) , (2, None) , N/A
None , 20210512082141.473210-420 , None ,7792 , 8116 , (None, 2, None) , (2, None) , N/A
None , 20210512082144.092367-420 , None ,7792 , 9100 , (None, 2, None) , (2, None) , N/A
None , 20210512082144.946266-420 , None ,7792 , 3428 , (None, 2, None) , (2, None) , N/A
None , 20210512082148.029149-420 , None ,7792 , 8476 , (None, 2, None) , (2, None) , N/A
None , 20210512082149.461048-420 , None ,7792 , 6768 , (None, 2, None) , (2, None) , N/A
None , 20210512082150.404564-420 , None ,7792 , 7448 , (None, 2, None) , (2, None) , N/A
None , 20210512082153.453712-420 , None ,7792 , 1404 , (None, 2, None) , (2, None) , N/A
None , 20210512082204.580353-420 , None ,7792 , 3100 , (None, 2, None) , (2, None) , N/A
None , 20210512082206.274494-420 , None ,7792 , 4384 , (None, 2, None) , (2, None) , N/A
None , 20210512082213.067286-420 , None ,7792 , 3128 , (None, 2, None) , (2, None) , N/A
None , 20210512082217.814171-420 , None ,7792 , 7728 , (None, 2, None) , (2, None) , N/A
None , 20210512082222.516132-420 , None ,3108 , 3244 , (None, 2, None) , (2, None) , N/A
None , 20210512082256.691078-420 , None ,7792 , 1884 , (None, 2, None) , (2, None) , N/A
None , 20210512082307.215793-420 , None ,7792 , 8360 , (None, 2, None) , (2, None) , N/A
None , 20210512082351.423516-420 , None ,2340 , 6236 , (None, 2, None) , (2, None) , N/A
None , 20210512082357.513274-420 , None ,652 , 7112 , (None, 2, None) , (2, None) , N/A
None , 20210512082357.551815-420 , None ,7792 , 740 , (None, 2, None) , (2, None) , N/A
None , 20210512082359.187801-420 , None ,7792 , 3256 , (None, 2, None) , (2, None) , N/A
None , 20210512082418.042453-420 , None ,7792 , 5384 , (None, 2, None) , (2, None) , N/A
None , 20210512082420.891746-420 , None ,7792 , 8364 , (None, 2, None) , (2, None) , N/A
None , 20210512082429.968770-420 , None ,7792 , 3912 , (None, 2, None) , (2, None) , N/A
None , 20210512082430.632543-420 , None ,7792 , 8180 , (None, 2, None) , (2, None) , N/A
None , 20210512082436.052972-420 , None ,7792 , 2284 , (None, 2, None) , (2, None) , N/A
None , 20210512082439.261301-420 , None ,7792 , 2324 , (None, 2, None) , (2, None) , N/A
None , 20210512082439.498767-420 , None ,7792 , 6772 , (None, 2, None) , (2, None) , N/A
None , 20210512082440.560702-420 , None ,7792 , 8072 , (None, 2, None) , (2, None) , N/A
None , 20210512082440.989156-420 , None ,7792 , 7836 , (None, 2, None) , (2, None) , N/A
None , 20210512082443.667978-420 , None ,7792 , 3928 , (None, 2, None) , (2, None) , N/A
None , 20210512082444.945092-420 , None ,7792 , 2184 , (None, 2, None) , (2, None) , N/A
None , 20210512082451.873189-420 , None ,2340 , 3800 , (None, 2, None) , (2, None) , N/A
None , 20210512082454.731145-420 , None ,7792 , 7648 , (None, 2, None) , (2, None) , N/A
None , 20210512082455.211587-420 , None ,7792 , 6592 , (None, 2, None) , (2, None) , N/A
None , 20210512082458.045249-420 , None ,7792 , 6932 , (None, 2, None) , (2, None) , N/A
